# SN2018hna magnitudes from Swift UVOT                                                        
# generated Mon Apr 20 12:28:43 CDT 2020 using version 2015.1                                         
# of Peter Brown's photometry pipeline                                                      
# and version Swift_Rel4.5(Bld34)_27Jul2015 of HEASOFT                                                      
#                                                                                         
# Data comes from the Swift Data Center                                                   
# A 5 arcsec aperture is used to measure the counts for the coincidence loss correction,  
# a 3 or 5 arcsec source aperture (based on the error) was used for the aperture photometry 
# subtracting off the galaxy count rate in a template image  (if available),              
# and applying an aperture correction as appropriate (based on average psf in Swift CALDB)
# and zeropoints from Breeveld et al. (2011) which update Poole et al. (2008)             
# including a time-dependent sensitivity loss                                             
# to put the magnitudes on the UVOT photometric system described in that paper.   
# The sensitivity correction has been updated based on the 2015 redetermination.        
#
#  Brown, P. J., Holland, S. T., Immler, S., et al. 2009, ApJ, 137, 4517
#  Brown, P. J., et al. 2014, Ap&SS, submitted
#  Breeveld, A. A., Landsman, W., Holland, S. T., et al. 2011, in AIP Conf. Proc. 1358,   
#     Gamma-Ray Bursts 2010, ed. J. E. McEnergy, J. L. Racusin, & N. Gehrels                 
#     (Melville, NY: AIP), 373; arXiv:1102.4717                                              
#  Poole, T. S., Breeveld, A. A., Page, M. J., et al. 2008, MNRAS, 383, 627
#                                                                                         
#                                                                                           
#                                                                                           
# The underlying galaxy had the following count rates                                       
# in a 5 arcsec aperture at the source position  
# (missing filters list 0 but used a background region similar to the SN ):                 
# Galaxy count rates in 5" aperture
# V              0.245710       0.124682
# B              0.430540       0.160389
# U              0.497410       0.114459
# UVW1          0.0866431      0.0402327
# UVM2          0.0235795      0.0152173
# UVW2          0.0799572      0.0288794
#                                                                                           
# There are no known issues with this photometry.                                           
#                                                                                           
# Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
#                                                                                           
U        58550.7192    NULL    NULL  19.674  12.059  -0.025   0.083  3.0  0.0110     645.96   17407.12
U        58558.4732    NULL    NULL  19.643  12.058  -0.021   0.085  3.0  0.0110     492.96   40249.25
U        58572.2434    NULL    NULL  19.550  12.059   0.002   0.092  3.0  0.0110     294.71   97769.84
U        58578.6234    NULL    NULL  19.674  12.059   0.031   0.084  3.0  0.0110     657.79   40322.00
U        58585.4927    NULL    NULL  19.666  12.059  -0.065   0.083  3.0  0.0110     609.56   23178.51
U        58668.0460    NULL    NULL  19.007  12.086   0.163   0.162  3.0  0.0110     121.66    5848.78
#                                                                                           
B        58414.6724  16.508   0.060  19.704  12.896  10.984   0.609  3.0  0.0110     235.54   11461.13
B        58415.7370  16.573   0.061  19.680  12.902  10.344   0.582  3.0  0.0110     235.55   11463.79
B        58416.8029  16.739   0.063  19.650  12.914   8.880   0.518  3.0  0.0110     235.55   11578.95
B        58419.8265  16.943   0.071  19.553  12.901   7.357   0.481  3.0  0.0110     157.03    5829.74
B        58422.6595  17.114   0.075  19.583  12.887   6.284   0.436  3.0  0.0110     143.02   34912.25
B        58425.4763  17.200   0.076  19.630  12.883   5.808   0.407  3.0  0.0110     149.64   86496.20
B        58428.7567  17.042   0.071  19.702  12.873   6.715   0.437  3.0  0.0110     159.55   23080.84
B        58459.8674  15.690   0.058  19.438  12.838  23.333   1.253  5.0  0.0110      57.62    5600.62
B        58464.9140  15.762   0.061  19.601  12.837  21.845   1.226  3.0  0.0110      81.22    5610.91
B        58466.8432  15.690   0.058  19.514  12.860  23.327   1.255  3.0  0.0110     109.34   28656.05
B        58477.9360  15.329   0.048  19.825  12.842  32.531   1.442  5.0  0.0110     203.35  155155.11
B        58484.9751  15.238   0.047  19.757  12.835  35.382   1.542  5.0  0.0110     137.34    5598.71
B        58492.4784  15.186   0.046  19.805  12.835  37.111   1.586  5.0  0.0110     168.85    6641.64
B        58497.1211  15.154   0.048  19.589  12.835  38.237   1.676  5.0  0.0110      90.11    6547.35
B        58499.3859  15.185   0.046  19.849  12.835  37.163   1.576  5.0  0.0110     199.88   27783.94
B        58506.8498  15.395   0.048  19.869  12.836  30.615   1.359  5.0  0.0110     189.28   11505.81
B        58513.5918  15.989   0.057  19.918  12.837  17.722   0.926  3.0  0.0110     181.42   16619.99
B        58521.5402  16.771   0.067  19.844  12.840   8.624   0.529  3.0  0.0110     129.04   69062.41
B        58522.7045  16.823   0.060  19.988  12.853   8.218   0.458  3.0  0.0110     285.51   40501.07
B        58531.7053  17.143   0.066  20.016  12.843   6.120   0.369  3.0  0.0110     234.57   68827.76
B        58536.7515  17.134   0.063  20.079  12.844   6.169   0.356  3.0  0.0110     322.15   22519.01
B        58543.6802  17.256   0.066  20.070  12.838   5.516   0.336  3.0  0.0110     251.07   38694.60
B        58550.7208  17.285   0.064  20.122  12.838   5.369   0.318  3.0  0.0110     322.17   17315.50
B        58558.4738  17.325   0.067  20.073  12.837   5.177   0.322  3.0  0.0110     245.87   40209.45
B        58572.2445  17.521   0.080  19.916  12.838   4.321   0.320  3.0  0.0110     139.32   97778.12
B        58578.6254  17.705   0.072  20.133  12.838   3.649   0.242  3.0  0.0110     328.04   40237.12
B        58585.4951  17.739   0.074  20.116  12.839   3.537   0.240  3.0  0.0110     303.46   22910.02
B        58668.0468  18.735   0.186  19.570  12.883   1.412   0.242  3.0  0.0110     121.60    5848.32
#                                                                                           
V        58414.7105  16.363   0.083  18.537  11.641   4.080   0.312  3.0  0.0110     157.02    5709.00
V        58415.7418  16.178   0.070  18.659  11.645   4.842   0.313  3.0  0.0110     235.56   11463.99
V        58416.7743  16.315   0.081  18.537  11.640   4.264   0.319  3.0  0.0110     157.04    5830.74
V        58419.8313  16.233   0.077  18.633  11.628   4.599   0.325  3.0  0.0110     157.04    5830.09
V        58422.6630  16.204   0.078  18.605  11.627   4.727   0.338  3.0  0.0110     142.98   34798.12
V        58425.4794  16.083   0.073  18.648  11.624   5.283   0.356  3.0  0.0110     149.67   86360.83
V        58428.7590  15.971   0.069  18.716  11.619   5.855   0.372  3.0  0.0110     159.50   23024.05
